path,contrast_0,dissimilarity_0,homogeneity_0,energy_0,correlation_0,entropy_0,asm_0,contrast_45,dissimilarity_45,homogeneity_45,energy_45,correlation_45,entropy_45,asm_45,contrast_90,dissimilarity_90,homogeneity_90,energy_90,correlation_90,entropy_95,asm_90,contrast_135,dissimilarity_135,homogeneity_135,energy_135,correlation_135,entropy_135,asm_135,labels
datasets/ayam\istockphoto-1345064380-612x612 - Copy.jpg,84.04849877450759,2.4085477941176463,0.7079847753122186,0.054566452806612833,0.9855067901373179,-74831941.18572761,8.326179932649663e-07,103.86722029988415,2.9745790080738512,0.6739232998276348,0.053626578958999145,0.9821335355892784,-74831941.18572761,8.182766564788688e-07,35.42156862745064,1.7218137254902153,0.7381409257822301,0.056050835198413765,0.9938929586509422,-74831941.18572761,8.55267871069546e-07,105.0010303729326,2.6360015378700776,0.6948389687917494,0.053540253068608004,0.9819385294511936,-74831941.18572761,8.169594279267579e-07,ayam
datasets/ayam\istockphoto-139867138-612x612.jpg,48.84362745098019,2.096017156862764,0.6911411881767497,0.19461031504934997,0.9903125277662645,-75122693.99091107,2.9695177467247005e-06,68.3259054209922,2.601645520953478,0.6581094908879523,0.1902405590018685,0.9864654499518888,-75122693.99091107,2.902840560941597e-06,36.827359068627494,1.8596507352941407,0.7047681271721506,0.19510977704357252,0.9926957657753976,-75122693.99091107,2.977138931939278e-06,74.24412149173435,2.6789696270665067,0.6541455968478005,0.1901148286355424,0.9852931216656925,-75122693.99091107,2.9009220678030763e-06,ayam
datasets/ayam\istockphoto-144343241-612x612.jpg,43.53370098039197,2.3366115196078288,0.6790675018313714,0.21538267740603828,0.9947675272266723,-69538609.05548342,3.286478842255223e-06,51.80925797770081,2.8841676278354593,0.6406934717590624,0.21237130462199125,0.9937804072385845,-69538609.05548342,3.2405289401548957e-06,25.398820465686338,1.9595128676470899,0.6967899270847571,0.21695555842779823,0.9969482739960613,-69538609.05548342,3.3104791019866674e-06,59.9117723952329,2.6612995001922646,0.6686801655281536,0.2123799993525691,0.9928077173760457,-69538609.05548342,3.2406616112147384e-06,ayam
datasets/ayam\istockphoto-146890263-612x612.jpg,52.69451593137233,1.7285232843137326,0.8100294107814566,0.5083722279338552,0.991819468015914,-79944678.33121,7.757144591275866e-06,64.31732410611336,2.095901576316823,0.7965700290429859,0.5044061521305871,0.990042244851782,-79944678.33121,7.696627077187914e-06,35.36470588235295,1.5947916666666824,0.8111502186999202,0.5087476937581099,0.994509825121932,-79944678.33121,7.762873745088347e-06,78.15996924259973,2.1997078046905294,0.7931383466028357,0.5044492275100176,0.9878990948873124,-79944678.33121,7.697284355316431e-06,ayam
datasets/ayam\istockphoto-146923817-612x612.jpg,114.76859681372554,2.19803921568629,0.7973415529099517,0.30705974926448065,0.9626804251597025,-82932839.13321191,4.68535994361085e-06,149.37730103806288,2.790634371395629,0.7658471654486103,0.30016830920470816,0.9515501414271149,-82932839.13321191,4.580204913401919e-06,50.584880514705716,1.6073988970588398,0.8128403180922382,0.3066616628867578,0.9835513072675683,-82932839.13321191,4.679285627544522e-06,139.34943483275688,2.7754094579008184,0.7619684348232332,0.30006343699174637,0.9548026349188206,-82932839.13321191,4.578604690425817e-06,ayam
datasets/ayam\istockphoto-155471363-612x612.jpg,34.29800857843159,1.4383884803921656,0.7913814923075563,0.1821638755695676,0.9921508167481329,-75556647.11889793,2.779600152123529e-06,45.960968858131686,1.7510803537101163,0.7571939237199681,0.17679100928412916,0.9894906637386731,-75556647.11889793,2.697616718813006e-06,17.50566789215691,1.0938725490196184,0.8145634149431213,0.1828288753029935,0.9959937850351382,-75556647.11889793,2.7897472427824935e-06,44.993033448673664,1.8011534025374965,0.751628589654883,0.17686652774987763,0.9897119897670392,-75556647.11889793,2.6987690391521855e-06,ayam
datasets/ayam\istockphoto-175713865-612x612.jpg,54.22954963235222,1.7524662990196291,0.7608921801503935,0.2391748875226025,0.9878202094795933,-78372249.6506794,3.6495191577545546e-06,65.5702268358329,2.2369550173010655,0.7217759529810961,0.23436095820360697,0.9852996894094405,-78372249.6506794,3.5760644257142177e-06,21.16904105392166,1.3714307598039435,0.7734134607266939,0.2398475279142562,0.9952454782314185,-78372249.6506794,3.659782835605716e-06,64.57074971164997,2.212549019607872,0.7207058736034277,0.23422270989435498,0.985523760620481,-78372249.6506794,3.5739549239250943e-06,ayam
datasets/ayam\istockphoto-182384445-612x612 - Copy.jpg,194.40392156862154,7.012837009803393,0.32460323673921654,0.00038569678072285896,0.9822757390807263,-40747101.88289688,5.885265819135421e-09,277.8841676278387,8.506266820453773,0.2914592866448638,0.00033160144096236016,0.9746658352105932,-40747101.88289688,5.059836440465701e-09,195.9905177696045,6.821001838234755,0.3390392946727148,0.0004265862288542868,0.9821191324242412,-40747101.88289688,6.509189283054914e-09,361.6983929257955,9.348742791234246,0.27871321689035583,0.00031288637248176365,0.9670245782088801,-40747101.88289688,4.774267158230036e-09,ayam
datasets/ayam\istockphoto-182384445-612x612.jpg,194.40392156862154,7.012837009803393,0.32460323673921654,0.00038569678072285896,0.9822757390807263,-40747101.88289688,5.885265819135421e-09,277.8841676278387,8.506266820453773,0.2914592866448638,0.00033160144096236016,0.9746658352105932,-40747101.88289688,5.059836440465701e-09,195.9905177696045,6.821001838234755,0.3390392946727148,0.0004265862288542868,0.9821191324242412,-40747101.88289688,6.509189283054914e-09,361.6983929257955,9.348742791234246,0.27871321689035583,0.00031288637248176365,0.9670245782088801,-40747101.88289688,4.774267158230036e-09,ayam
datasets/ayam\istockphoto-451505631-612x612.jpg,62.06789215686221,2.088204656862754,0.7296193515012419,0.2519442722037499,0.9934801613647826,-72273080.95373997,3.844364505062101e-06,71.47866205305684,2.556432141484047,0.692812739722878,0.2470721972636142,0.9925051959305831,-72273080.95373997,3.770022541253879e-06,30.995006127451067,1.946047794117664,0.7183563850652952,0.2521638104513213,0.9967441710774094,-72273080.95373997,3.847714392872945e-06,74.65940792003111,2.565874663590926,0.6953823918984412,0.2472199841512469,0.9921716828739189,-72273080.95373997,3.7722775901984697e-06,ayam
datasets/ayam\istockphoto-455008219-612x612.jpg,205.76118259803405,7.067401960783725,0.35023190826949024,0.00038785272266075545,0.963924138994444,-27342854.73578004,5.918162882396781e-09,342.91907727797076,9.208658208381099,0.29631487632986797,0.00027455196083604906,0.9398489539061424,-27342854.73578004,4.189330457093034e-09,214.04846813724984,7.1982843137248596,0.34816514479215854,0.0003591115233624087,0.9624452630727003,-27342854.73578004,5.479606984900035e-09,287.359154171478,8.784329104190538,0.29761671720625554,0.0002834531597804707,0.9495947553965816,-27342854.73578004,4.325151974189312e-09,ayam
datasets/ayam\istockphoto-459458241-612x612.jpg,81.98140318627372,3.9939950980392616,0.4820893285155521,0.016088389301703372,0.9830327339936092,-71917847.09218912,2.4548933871007343e-07,106.17928489042669,4.469788542868157,0.44788532222373123,0.015574748954243932,0.9780619173833389,-71917847.09218912,2.3765180899420062e-07,47.22238051470486,2.53898590686276,0.5616854127448546,0.021260338196246637,0.9902411670013673,-71917847.09218912,3.2440701593393917e-07,105.90212995001966,4.583498654363741,0.4434326762380256,0.01571181947143921,0.9781191223932217,-71917847.09218912,2.3974333910277113e-07,ayam
datasets/ayam\istockphoto-470668594-612x612.jpg,118.44298406862708,3.6323835784314205,0.6800777143480823,0.2411898635928789,0.9797232588446787,-75070555.03377388,3.6802652525768873e-06,138.84995001922337,4.066651287966174,0.6643140033280182,0.2376664191943447,0.97626678996013,-75070555.03377388,3.626501757726207e-06,66.5877757352931,2.592892156862778,0.7129681315279451,0.24194543001790178,0.9886005650456189,-75070555.03377388,3.691794281279019e-06,175.38346789696155,4.508881199538679,0.6551218927464086,0.2377339893374935,0.9700222241308467,-75070555.03377388,3.6275327962874376e-06,ayam
datasets/ayam\istockphoto-487784351-612x612.jpg,25.38445159313737,1.7276501225490284,0.6902368958832436,0.02242199068755106,0.9875953331516274,-80053141.21776195,3.42132426262681e-07,41.18526720492103,2.19681660899655,0.6429121703746827,0.01940486072771526,0.9798923688752404,-80053141.21776195,2.960946766313974e-07,27.62630208333349,1.7076439950980504,0.6996864626161157,0.022478950966875723,0.9865006725257406,-80053141.21776195,3.430015711498371e-07,40.44129181084224,2.179177239523279,0.6414512212843355,0.019375899104845516,0.9802556039274533,-80053141.21776195,2.956527573371203e-07,ayam
datasets/ayam\istockphoto-492815358-612x612.jpg,70.87162990195988,1.6619485294117775,0.8145643838622291,0.5042734940296776,0.984732788838265,-81822923.40957381,7.694602875208703e-06,101.56684352172282,2.085290272971965,0.800867175120469,0.5001110236931616,0.9781802542412544,-81822923.40957381,7.631088618364893e-06,45.042003676470344,1.3260110294117788,0.8309343832223054,0.505481508131075,0.9902970231921067,-81822923.40957381,7.713035707566451e-06,81.58071510957333,1.847227989234924,0.8069170347501189,0.5000922363725778,0.9824739019074978,-81822923.40957381,7.630801946603055e-06,ayam
datasets/ayam\istockphoto-501047845-612x612.jpg,46.13987438725443,2.1359221813725693,0.7041691454951695,0.1931309615461151,0.9913956038522107,-75963889.59407258,2.946944603669969e-06,53.35677047289514,2.4416455209534886,0.6745671097389884,0.19037059800588332,0.9900671269358974,-75963889.59407258,2.9048247986737568e-06,27.750321691176556,1.7451746323529582,0.720857913769503,0.1949057362346363,0.9948261110399022,-75963889.59407258,2.9740255162755784e-06,63.2847366397542,2.5403767781622517,0.6769277744711288,0.1905535732049942,0.9882189410946984,-75963889.59407258,2.9076167786406584e-06,ayam
datasets/ayam\istockphoto-504568555-612x612.jpg,57.461734068627315,2.3241115196078543,0.7631868025562004,0.43527176789163124,0.9911732301541639,-77693163.98995434,6.6417200911198615e-06,86.81940792003095,2.7209227220300014,0.7527315330467466,0.43017790105571135,0.9866941249738789,-77693163.98995434,6.563993851558096e-06,56.09650735294101,2.166390931372569,0.7733382804717017,0.4347373179223436,0.9913829443614024,-77693163.98995434,6.633565031774042e-06,84.24292195309533,2.7528796616685898,0.751264933870813,0.430156885863406,0.9870889952120423,-77693163.98995434,6.5636731851716e-06,ayam
datasets/ayam\istockphoto-505365757-612x612.jpg,26.50928308823529,1.1606311274509977,0.8440941548867735,0.5514248983404446,0.9923713600761973,-84245231.14016184,8.41407620758735e-06,51.010534409842535,1.7222299115724957,0.8213307023090174,0.5474325173191453,0.9853642061352554,-84245231.14016184,8.353157307726217e-06,33.42815563725505,1.4793504901961012,0.8242361561847483,0.5506183694372355,0.990380299541687,-84245231.14016184,8.401769553180474e-06,46.208412149173526,1.777408688965809,0.8154576648868538,0.5470882670300556,0.9867420170586968,-84245231.14016184,8.347904465180292e-06,ayam
datasets/ayam\istockphoto-540736440-612x612.jpg,325.3844515931339,10.011596200979687,0.22279898089876038,0.00020833415464454778,0.9268411423860043,-52603298.55845159,3.1789269202354092e-09,505.5115878508231,11.962798923491006,0.22122440685432826,0.00018814861524439557,0.8862393291260856,-52603298.55845159,2.870920032415704e-09,207.04762561274023,7.831479779411441,0.24277665302668322,0.0002668282913272539,0.9534620217297529,-52603298.55845159,4.071476613269866e-09,399.67630911188,11.866974240676726,0.190395432821643,0.00017200955300515096,0.910059273992295,-52603298.55845159,2.6246574860405115e-09,ayam
datasets/ayam\istockphoto-664548536-612x612.jpg,344.20176164215275,9.837025122547916,0.2938570159705535,0.00033294325743854524,0.9181874042211489,-42273879.79192938,5.080310935036396e-09,414.431188004616,11.08558246828141,0.25999371597632603,0.0002796945131415903,0.901385580485996,-42273879.79192938,4.2677995779661604e-09,188.85376838234916,7.3617647058821,0.31866148609644807,0.00038917820163068286,0.9550930431959299,-42273879.79192938,5.938388086405683e-09,438.17019607843395,11.126966551326326,0.2701372459118359,0.0002942258182720661,0.8957374162583254,-42273879.79192938,4.489529697754915e-09,ayam
datasets/ayam\istockphoto-91745783-612x612.jpg,65.00202205882282,1.5242340686274671,0.8520483545588166,0.585993768735282,0.9721219698698046,-86023858.12821312,8.941555309071075e-06,95.1823760092277,2.0032295271049763,0.8407036808683741,0.582439944652051,0.9593030227241695,-86023858.12821312,8.88732825701982e-06,38.168351715686406,1.276102941176486,0.8632052557719874,0.5863318158552675,0.9836303790951783,-86023858.12821312,8.94671349876812e-06,78.81362552864292,1.8288965782391577,0.8450841250241511,0.5822785120501225,0.9663017833589901,-86023858.12821312,8.884864990999183e-06,ayam
datasets/ayam\istockphoto-959482362-612x612.jpg,28.576011029411763,1.4851715686274674,0.7852584338570883,0.27649444145956487,0.9926905995381604,-80503555.01119496,4.218970359185255e-06,50.318000768935065,2.1694117647058886,0.7392055057124939,0.27099636247319187,0.9871573267769151,-80503555.01119496,4.1350763316832255e-06,20.943321078431463,1.4957720588235615,0.7666463510922281,0.27759214595573206,0.9946429499692737,-80503555.01119496,4.235720000545228e-06,40.75767781622489,2.019407920030776,0.73773081284715,0.2717177131618114,0.9895974098826138,-80503555.01119496,4.1460832696809605e-06,ayam
datasets/ayam\pexels-photo-11722313.jpeg,587.8651654411847,15.634773284312663,0.20870882449501718,0.0006604293711778524,0.8401258597967908,-17209187.53976428,1.0077352465482367e-08,762.449826989613,17.642660515186165,0.18365850556146246,0.0004820348131563276,0.7927108892882696,-17209187.53976428,7.3552675347340026e-09,667.565272671575,16.846951593137202,0.19302263464186284,0.00057648948777964,0.8182964393434612,-17209187.53976428,8.796531490778199e-09,737.4823990772771,18.090718954248242,0.183687108541518,0.0005372581243336303,0.7994980987573749,-17209187.53976428,8.197908391321263e-09,ayam
datasets/ayam\pexels-photo-1797102.jpeg,62.22493872548986,2.3986519607843317,0.6304913045575091,0.009880501330242574,0.9888223218618101,-62827237.71504361,1.507644856299221e-07,113.7936178392928,3.3127566320646062,0.5525123382127212,0.007638560805510435,0.9796157056221777,-62827237.71504361,1.1655518807236382e-07,80.64390318627447,2.9379595588235436,0.5700415616244283,0.008277929556090205,0.9855279092652947,-62827237.71504361,1.263111809706147e-07,103.25600922722066,3.2758169934640726,0.5447778806455453,0.0073679655637726065,0.9815034321992143,-62827237.71504361,1.124262323573701e-07,ayam
datasets/ayam\pexels-photo-2642201 - Copy.jpeg,17.76697303921563,1.1656250000000175,0.7952057831375791,0.017542839710275194,0.9964604138098128,-73561578.49522689,2.676824906963378e-07,28.491795463283395,1.7547251057285904,0.7597932208023364,0.017120676473618448,0.9943130417453059,-73561578.49522689,2.6124079091825024e-07,18.832398897058926,1.5395067401960854,0.7797703408208618,0.018633860962430315,0.9962379780901927,-73561578.49522689,2.843301538456774e-07,27.381484044598192,1.8457054978854557,0.7354700715097371,0.015739645991301662,0.9945347904416406,-73561578.49522689,2.401679380996958e-07,ayam
datasets/ayam\pexels-photo-2642201.jpeg,17.76697303921563,1.1656250000000175,0.7952057831375791,0.017542839710275194,0.9964604138098128,-73561578.49522689,2.676824906963378e-07,28.491795463283395,1.7547251057285904,0.7597932208023364,0.017120676473618448,0.9943130417453059,-73561578.49522689,2.6124079091825024e-07,18.832398897058926,1.5395067401960854,0.7797703408208618,0.018633860962430315,0.9962379780901927,-73561578.49522689,2.843301538456774e-07,27.381484044598192,1.8457054978854557,0.7354700715097371,0.015739645991301662,0.9945347904416406,-73561578.49522689,2.401679380996958e-07,ayam
datasets/ayam\pexels-photo-3980615.jpeg,132.9993872548993,4.448069852941098,0.45781649759708093,0.0014095826462478373,0.9909808471200915,-50170990.26499154,2.1508524265256306e-08,152.84842752787503,5.0232833525567795,0.40794124605324167,0.001157749607143971,0.9896376272433649,-50170990.26499154,1.7665857042602096e-08,164.32383578431,5.4859987745096825,0.40809702929699254,0.0012012953063425126,0.9888606815708025,-50170990.26499154,1.8330311681251718e-08,312.7774548250676,6.812456747404929,0.3853497996159595,0.0011009787292350958,0.978795649740974,-50170990.26499154,1.679960219169763e-08,ayam
datasets/ayam\pexels-photo-4002087 - Copy.jpeg,149.9924938725474,4.367769607843066,0.6321828414933498,0.08712650027746241,0.9793763951457786,-74444426.27098344,1.3294448894876466e-06,202.80267589388743,5.17247212610539,0.5945194387682815,0.08224220601871253,0.9721741902425862,-74444426.27098344,1.2549164736742024e-06,221.2381893382287,5.578722426470178,0.6036852949516054,0.08518191785273392,0.9695823639228001,-74444426.27098344,1.2997729164540698e-06,336.02520569012,6.831234140715173,0.5773817473679294,0.08167792749986287,0.9538952213900702,-74444426.27098344,1.2463062667825755e-06,ayam
datasets/ayam\pexels-photo-4002087.jpeg,149.9924938725474,4.367769607843066,0.6321828414933498,0.08712650027746241,0.9793763951457786,-74444426.27098344,1.3294448894876466e-06,202.80267589388743,5.17247212610539,0.5945194387682815,0.08224220601871253,0.9721741902425862,-74444426.27098344,1.2549164736742024e-06,221.2381893382287,5.578722426470178,0.6036852949516054,0.08518191785273392,0.9695823639228001,-74444426.27098344,1.2997729164540698e-06,336.02520569012,6.831234140715173,0.5773817473679294,0.08167792749986287,0.9538952213900702,-74444426.27098344,1.2463062667825755e-06,ayam
datasets/ayam\pexels-photo-4022644.jpeg,48.03451286764738,4.1344822303921,0.4126144985520107,0.0016236406360759681,0.9902303368489331,-54662625.97670371,2.4774789979186525e-08,102.4747558631304,5.72685890042293,0.35342312937724873,0.0011929670086668527,0.979167981727878,-54662625.97670371,1.8203231943769114e-08,82.91868872549144,5.117279411764631,0.3830342695054152,0.001276493387834607,0.9831371555542627,-54662625.97670371,1.947774334464427e-08,120.4716801230294,6.605474817377944,0.33159388213908125,0.0010641281463773212,0.9755094335984114,-54662625.97670371,1.6237306921040668e-08,ayam
datasets/ayam\pexels-photo-4040900.jpeg,19.23109681372552,1.6937806372549096,0.7001650126243668,0.022500316791468425,0.9921370803916303,-72767741.72508802,3.433275877604435e-07,31.380299884659784,2.3418685121107203,0.6077812058821968,0.017244410033050016,0.987211522125711,-72767741.72508802,2.6312881520156884e-07,29.07559742647074,2.047411151960795,0.6455644207379476,0.019349003388119953,0.9881175715462764,-72767741.72508802,2.952423612689202e-07,37.05139561707046,2.226113033448678,0.6326745435227029,0.018846664156763414,0.9849003231874882,-72767741.72508802,2.8757727289983236e-07,ayam
datasets/ayam\pexels-photo-4045697.jpeg,64.00174632352856,2.0824142156862404,0.5979100713567904,0.022804050115565525,0.9884640673007641,-10561792.914545806,3.479621904840931e-07,100.74122260668979,2.559507881583999,0.5477984342830684,0.0189534869400037,0.9819096761365426,-10561792.914545806,2.8920725921636503e-07,68.88892463235193,2.409267769607735,0.5479171317682557,0.018864836320653413,0.9875842388430339,-10561792.914545806,2.8785455811543904e-07,98.12129181084177,2.603260284505965,0.5432625051361267,0.0185262979769559,0.9823801457082695,-10561792.914545806,2.8268887293939054e-07,ayam
datasets/ayam\pexels-photo-4110225.jpeg,46.846614583333015,2.1055606617647253,0.7260977169406554,0.0110644920786176,0.9847839242622324,-74074447.1199377,1.6883075071132814e-07,99.11238754325298,3.408119953863913,0.6438832867541783,0.008894627668860098,0.9679219103088171,-74074447.1199377,1.3572124738861233e-07,65.55343137254904,2.9492953431372673,0.6539900438862647,0.009349297652195068,0.9787240350731117,-74074447.1199377,1.4265896075737104e-07,83.8110111495581,3.364167627835482,0.6298500870077828,0.008345783074294465,0.9728741404996859,-74074447.1199377,1.2734654349204201e-07,ayam
datasets/ayam\pexels-photo-4110231.jpeg,205.6451133578387,6.735309436274441,0.3721095829546007,0.0008578883093716959,0.9544110976541922,-57217556.29515441,1.309033675188745e-08,437.2327720107656,10.619961553248803,0.2717056924705082,0.0005128857516576374,0.9030891498572625,-57217556.29515441,7.82601549770565e-09,367.86274509803604,9.602971813725024,0.29387777867801873,0.000572249761960544,0.91850719115024,-57217556.29515441,8.731838408821777e-09,390.84745866973986,9.774886582083886,0.2816627911460474,0.0005384499884038922,0.9133693626953658,-57217556.29515441,8.216094793760563e-09,ayam
datasets/ayam\pexels-photo-4207650.jpeg,367.69362745098215,12.295986519607435,0.18377865829739468,0.00024712444864204874,0.9166740313553602,-55740347.90065112,3.770819834015636e-09,384.82499038831304,12.216701268742831,0.18455088995423613,0.0002561894022069707,0.9130644554914129,-55740347.90065112,3.9091400483241375e-09,131.43941482843152,5.970235906862653,0.3105426637711198,0.0005407773508836745,0.9702467852566199,-55740347.90065112,8.251607526911538e-09,414.7452210688228,12.980361399461753,0.17914234205017093,0.00023336589703690992,0.906305042305765,-55740347.90065112,3.5608809972673023e-09,ayam
datasets/ayam\pexels-photo-4207654.jpeg,142.7066789215669,5.192493872548957,0.373061842067084,0.000674990515028775,0.976778654040279,-55784351.384816945,1.0299537888012314e-08,427.075617070357,11.848119953863884,0.21343902722552796,0.0002647209447287671,0.9306559960124575,-55784351.384816945,4.039321056041978e-09,366.70608149509246,11.159819240195542,0.2130284267382607,0.00027707356207648504,0.9403051224659112,-55784351.384816945,4.227807038520585e-09,401.24676662822,11.3783467896963,0.2084803754372709,0.0002771231187366052,0.9348496743243997,-55784351.384816945,4.228563213144e-09,ayam
datasets/ayam\pexels-photo-4226899.jpeg,72.86435355392125,2.1565104166666873,0.801919825552725,0.029330209206269827,0.9682900950529858,-74394672.86236934,4.4754347543746684e-07,127.294348327566,2.9485428681276984,0.7466009638136261,0.02389982961334039,0.9447549679823857,-74394672.86236934,3.6468245869965194e-07,89.84186580882316,2.426822916666689,0.7565017434234514,0.024290740274548854,0.9608839690862385,-74394672.86236934,3.706472820213143e-07,132.6304190695885,3.152372164552136,0.7340178376824692,0.023468739982744048,0.9424390914349712,-74394672.86236934,3.581045529593513e-07,ayam
